dealer_type,stock_type,mileage,price,model_year,make,model,certified,transmission_from_vin,fuel_type_from_vin,number_price_changes
I,NEW,90,83767,2024,BMW,X3,0,A,PHEV,0
I,NEW,90,85167,2024,BMW,X3,0,A,PHEV,0
I,NEW,90,85621,2024,BMW,X3,0,A,PHEV,0
I,NEW,90,87696,2024,BMW,X3,0,A,PHEV,0
F,NEW,90,115474,2024,BMW,X3,0,A,Gas,0
F,NEW,90,115474,2024,BMW,X3,0,A,Gas,0
F,NEW,7,116254,2024,BMW,X3,0,A,Gas,1
F,NEW,90,87794,2024,BMW,X3,0,A,Gas,0
F,NEW,17,89394,2024,BMW,X3,0,A,Gas,0
F,NEW,22,89394,2024,BMW,X3,0,A,Gas,1
F,NEW,43,90894,2024,BMW,X3,0,A,Gas,1
F,NEW,82,96094,2024,BMW,X3,0,A,Gas,0
F,NEW,21,96344,2024,BMW,X3,0,A,Gas,1
F,NEW,13,97394,2024,BMW,X3,0,A,Gas,1
F,NEW,90,98044,2024,BMW,X3,0,A,Gas,0
F,NEW,72,98444,2024,BMW,X3,0,A,Gas,0
F,NEW,76,98444,2024,BMW,X3,0,A,Gas,1
F,NEW,47,78185,2024,BMW,X3,0,A,PHEV,1
F,NEW,24,79085,2024,BMW,X3,0,A,PHEV,1
F,NEW,90,89785,2024,BMW,X3,0,A,PHEV,0
F,NEW,29,91185,2024,BMW,X3,0,A,PHEV,0
F,NEW,64,92885,2024,BMW,X3,0,A,PHEV,1
F,NEW,90,68794,2024,BMW,X3,0,A,Gas,0
F,NEW,32,68794,2024,BMW,X3,0,A,Gas,0
F,NEW,28,68794,2024,BMW,X3,0,A,Gas,0
F,NEW,29,68794,2024,BMW,X3,0,A,Gas,0
F,NEW,55,68794,2024,BMW,X3,0,A,Gas,0
F,NEW,14,69694,2024,BMW,X3,0,A,Gas,0
F,NEW,90,69694,2024,BMW,X3,0,A,Gas,0
F,NEW,90,69694,2024,BMW,X3,0,A,Gas,0
F,NEW,41,69694,2024,BMW,X3,0,A,Gas,0
F,USED,5128,69694,2024,BMW,X3,0,A,Gas,0
F,NEW,90,69694,2024,BMW,X3,0,A,Gas,1
F,NEW,1253,69694,2024,BMW,X3,0,A,Gas,1
F,NEW,9,71844,2024,BMW,X3,0,A,Gas,0
F,NEW,9,71844,2024,BMW,X3,0,A,Gas,0
F,NEW,90,72594,2024,BMW,X3,0,A,Gas,2
F,NEW,90,72594,2024,BMW,X3,0,A,Gas,0
F,NEW,90,72594,2024,BMW,X3,0,A,Gas,0
F,NEW,34,75894,2024,BMW,X3,0,A,Gas,0
F,NEW,90,75894,2024,BMW,X3,0,A,Gas,0
F,NEW,90,76794,2024,BMW,X3,0,A,Gas,0
F,NEW,82,76794,2024,BMW,X3,0,A,Gas,0
F,NEW,89,80094,2024,BMW,X3,0,A,Gas,1
F,NEW,11,81494,2024,BMW,X3,0,A,Gas,0
F,NEW,72,81494,2024,BMW,X3,0,A,Gas,0
F,NEW,15,81494,2024,BMW,X3,0,A,Gas,0
I,USED,17203,102980,2024,BMW,X3,0,A,Gas,10
I,NEW,90,112577,2024,BMW,X3,0,A,Gas,1
I,NEW,90,83383,2024,BMW,X3,0,A,Gas,0
I,NEW,90,88632,2024,BMW,X3,0,A,Gas,8
I,NEW,90,89882,2024,BMW,X3,0,A,Gas,15
I,NEW,90,77172,2024,BMW,X3,0,A,PHEV,3
I,NEW,90,77472,2024,BMW,X3,0,A,PHEV,10
I,NEW,90,77473,2024,BMW,X3,0,A,PHEV,0
I,NEW,90,87622,2024,BMW,X3,0,A,PHEV,9
I,NEW,90,87773,2024,BMW,X3,0,A,PHEV,4
I,NEW,90,65583,2024,BMW,X3,0,A,Gas,0
I,NEW,90,65982,2024,BMW,X3,0,A,Gas,13
I,NEW,90,65983,2024,BMW,X3,0,A,Gas,0
I,NEW,90,66882,2024,BMW,X3,0,A,Gas,6
I,NEW,90,68983,2024,BMW,X3,0,A,Gas,0
I,NEW,90,69333,2024,BMW,X3,0,A,Gas,0
I,NEW,90,69333,2024,BMW,X3,0,A,Gas,0
I,NEW,90,69333,2024,BMW,X3,0,A,Gas,0
I,NEW,90,69333,2024,BMW,X3,0,A,Gas,9
I,NEW,90,70082,2024,BMW,X3,0,A,Gas,1
I,NEW,90,70082,2024,BMW,X3,0,A,Gas,5
I,NEW,90,70082,2024,BMW,X3,0,A,Gas,5
I,NEW,90,70633,2024,BMW,X3,0,A,Gas,0
I,NEW,90,74482,2024,BMW,X3,0,A,Gas,8
I,NEW,90,78382,2024,BMW,X3,0,A,Gas,1
I,NEW,90,80133,2024,BMW,X3,0,A,Gas,1
I,NEW,90,82930,2024,BMW,X3,0,A,Gas,14
I,NEW,90,82931,2024,BMW,X3,0,A,Gas,0
F,USED,5240,73111,2024,BMW,X3,0,A,Gas,10
F,USED,3934,103910,2024,BMW,X3,0,A,Gas,3
F,NEW,90,115649,2024,BMW,X3,0,A,Gas,0
F,NEW,90,115829,2024,BMW,X3,0,A,Gas,1
F,NEW,90,117329,2024,BMW,X3,0,A,Gas,0
F,NEW,90,120929,2024,BMW,X3,0,A,Gas,0
F,NEW,90,91328,2024,BMW,X3,0,A,Gas,0
F,NEW,90,91481,2024,BMW,X3,0,A,Gas,1
F,NEW,90,92381,2024,BMW,X3,0,A,Gas,0
F,NEW,90,92981,2024,BMW,X3,0,A,Gas,1
F,NEW,90,93181,2024,BMW,X3,0,A,Gas,0
F,NEW,90,94631,2024,BMW,X3,0,A,Gas,0
F,NEW,90,94681,2024,BMW,X3,0,A,Gas,1
F,NEW,90,95181,2024,BMW,X3,0,A,Gas,0
F,NEW,90,95581,2024,BMW,X3,0,A,Gas,1
F,NEW,50,96081,2024,BMW,X3,0,A,Gas,0
F,NEW,90,74331,2024,BMW,X3,0,A,PHEV,2
F,NEW,90,77031,2024,BMW,X3,0,A,PHEV,2
F,NEW,90,78485,2024,BMW,X3,0,A,PHEV,0
F,NEW,90,86831,2024,BMW,X3,0,A,PHEV,1
F,NEW,90,87130,2024,BMW,X3,0,A,PHEV,0
F,NEW,90,88131,2024,BMW,X3,0,A,PHEV,0
F,NEW,90,62881,2024,BMW,X3,0,A,Gas,0
F,NEW,90,66250,2024,BMW,X3,0,A,Gas,0
F,NEW,90,71536,2024,BMW,X3,0,A,Gas,1
F,NEW,90,71681,2024,BMW,X3,0,A,Gas,1
F,NEW,90,72431,2024,BMW,X3,0,A,Gas,1
F,NEW,90,72431,2024,BMW,X3,0,A,Gas,1
F,NEW,90,72431,2024,BMW,X3,0,A,Gas,1
F,NEW,90,72431,2024,BMW,X3,0,A,Gas,0
F,NEW,90,72431,2024,BMW,X3,0,A,Gas,0
F,NEW,90,72431,2024,BMW,X3,0,A,Gas,1
F,NEW,90,72431,2024,BMW,X3,0,A,Gas,0
F,NEW,90,72431,2024,BMW,X3,0,A,Gas,1
F,NEW,90,72431,2024,BMW,X3,0,A,Gas,0
F,NEW,90,73350,2024,BMW,X3,0,A,Gas,0
F,NEW,90,75581,2024,BMW,X3,0,A,Gas,1
F,NEW,90,78731,2024,BMW,X3,0,A,Gas,0
F,NEW,90,78981,2024,BMW,X3,0,A,Gas,1
F,NEW,90,79381,2024,BMW,X3,0,A,Gas,1
F,NEW,90,79781,2024,BMW,X3,0,A,Gas,1
F,NEW,90,79881,2024,BMW,X3,0,A,Gas,1
F,NEW,90,85041,2024,BMW,X3,0,A,Gas,0
I,USED,3500,75549,2024,BMW,X4,0,A,Gas,2
I,USED,3500,75549,2024,BMW,X4,0,A,Gas,3
I,NEW,90,88227,2024,BMW,X4,0,A,Gas,0
I,NEW,90,88227,2024,BMW,X4,0,A,Gas,0
I,NEW,90,88277,2024,BMW,X4,0,A,Gas,0
I,NEW,90,88277,2024,BMW,X4,0,A,Gas,0
I,NEW,90,89477,2024,BMW,X4,0,A,Gas,0
I,NEW,90,90577,2024,BMW,X4,0,A,Gas,0
I,NEW,90,90577,2024,BMW,X4,0,A,Gas,0
I,NEW,90,91856,2024,BMW,X4,0,A,Gas,0
I,NEW,90,91856,2024,BMW,X4,0,A,Gas,0
I,NEW,90,92856,2024,BMW,X4,0,A,Gas,0
I,NEW,90,92856,2024,BMW,X4,0,A,Gas,0
I,NEW,90,93077,2024,BMW,X4,0,A,Gas,0
I,NEW,90,76577,2024,BMW,X4,0,A,Gas,0
I,NEW,90,79227,2024,BMW,X4,0,A,Gas,0
F,NEW,90,112679,2024,BMW,X4,0,A,Gas,0
F,NEW,90,88677,2024,BMW,X4,0,A,Gas,0
F,NEW,90,74727,2024,BMW,X4,0,A,Gas,0
F,NEW,90,76006,2024,BMW,X4,0,A,Gas,0
F,NEW,90,76106,2024,BMW,X4,0,A,Gas,0
F,NEW,90,76106,2024,BMW,X4,0,A,Gas,0
I,NEW,90,88677,2024,BMW,X4,0,A,Gas,0
F,USED,2318,113999,2024,BMW,X4,0,A,Gas,2
F,NEW,76,117154,2024,BMW,X4,0,A,Gas,0
F,NEW,5,97294,2024,BMW,X4,0,A,Gas,1
F,NEW,6,80544,2024,BMW,X4,0,A,Gas,1
I,NEW,90,119659,2024,BMW,X4,0,A,Gas,0
I,NEW,90,119659,2024,BMW,X4,0,A,Gas,0
I,NEW,90,91182,2024,BMW,X4,0,A,Gas,6
I,NEW,90,69032,2024,BMW,X4,0,A,Gas,1
I,NEW,90,81032,2024,BMW,X4,0,A,Gas,20
I,NEW,90,81033,2024,BMW,X4,0,A,Gas,0
F,NEW,90,112553,2024,BMW,X4,0,A,Gas,1
F,NEW,90,117713,2024,BMW,X4,0,A,Gas,0
F,NEW,90,83045,2024,BMW,X4,0,A,Gas,0
F,NEW,90,93545,2024,BMW,X4,0,A,Gas,0
F,NEW,4,69841,2024,BMW,X4,0,A,Gas,3
F,NEW,90,73900,2024,BMW,X4,0,A,Gas,0
F,NEW,90,79195,2024,BMW,X4,0,A,Gas,0
F,NEW,90,85486,2024,BMW,X4,0,A,Gas,1
I,NEW,3585,124199,2024,BMW,X5,0,A,Gas,9
I,NEW,3585,124199,2024,BMW,X5,0,A,Gas,10
I,NEW,90,133746,2024,BMW,X5,0,A,Gas,10
I,NEW,228,93230,2024,BMW,X5,0,A,Gas,0
I,NEW,228,93230,2024,BMW,X5,0,A,Gas,0
I,USED,228,93230,2024,BMW,X5,0,A,Gas,0
I,USED,228,93230,2024,BMW,X5,0,A,Gas,0
I,USED,12463,93819,2024,BMW,X5,0,A,Gas,4
I,USED,12463,93819,2024,BMW,X5,0,A,Gas,5
I,NEW,90,98867,2024,BMW,X5,0,A,Gas,0
I,NEW,90,98977,2024,BMW,X5,0,A,Gas,0
I,NEW,90,98977,2024,BMW,X5,0,A,Gas,0
I,NEW,90,102419,2024,BMW,X5,0,A,Gas,0
I,NEW,90,102419,2024,BMW,X5,0,A,Gas,0
I,NEW,90,102419,2024,BMW,X5,0,A,Gas,0
I,NEW,90,102419,2024,BMW,X5,0,A,Gas,0
I,NEW,90,103799,2024,BMW,X5,0,A,Gas,0
I,NEW,90,103799,2024,BMW,X5,0,A,Gas,0
I,NEW,90,104596,2024,BMW,X5,0,A,Gas,11
I,NEW,90,109891,2024,BMW,X5,0,A,Gas,13
I,NEW,90,111346,2024,BMW,X5,0,A,Gas,11
I,NEW,90,116746,2024,BMW,X5,0,A,Gas,13
I,NEW,90,124259,2024,BMW,X5,0,A,Gas,0
I,NEW,90,124259,2024,BMW,X5,0,A,Gas,0
F,NEW,90,124667,2024,BMW,X5,0,A,Gas,0
F,NEW,90,137579,2024,BMW,X5,0,A,Gas,0
F,NEW,90,96167,2024,BMW,X5,0,A,Gas,0
F,NEW,90,99427,2024,BMW,X5,0,A,Gas,0
F,NEW,90,99667,2024,BMW,X5,0,A,Gas,0
F,NEW,90,104639,2024,BMW,X5,0,A,Gas,0
F,NEW,10333,108103,2024,BMW,X5,0,A,Gas,0
F,USED,8229,115413,2024,BMW,X5,0,A,Gas,0
I,NEW,90,137579,2024,BMW,X5,0,A,Gas,0
I,NEW,90,99427,2024,BMW,X5,0,A,Gas,0
I,NEW,90,104639,2024,BMW,X5,0,A,Gas,0
F,USED,711,131999,2024,BMW,X5,0,A,Gas,4
F,NEW,39,138754,2024,BMW,X5,0,A,Gas,2
F,NEW,90,139354,2024,BMW,X5,0,A,Gas,2
F,USED,17912,88999,2024,BMW,X5,0,A,Gas,0
F,USED,19578,91999,2024,BMW,X5,0,A,Gas,2
F,USED,8250,94999,2024,BMW,X5,0,A,Gas,2
F,USED,13789,95999,2024,BMW,X5,0,A,Gas,1
F,NEW,31,97644,2024,BMW,X5,0,A,Gas,1
F,NEW,8,97644,2024,BMW,X5,0,A,Gas,1
F,NEW,21,116134,2024,BMW,X5,0,A,Gas,1
F,USED,1613,116434,2024,BMW,X5,0,A,Gas,1
F,NEW,1613,116434,2024,BMW,X5,0,A,Gas,2
F,NEW,15,117034,2024,BMW,X5,0,A,Gas,1
F,NEW,54,120754,2024,BMW,X5,0,A,Gas,2
F,NEW,30,120754,2024,BMW,X5,0,A,Gas,1
F,NEW,76,121354,2024,BMW,X5,0,A,Gas,2
F,NEW,22,122554,2024,BMW,X5,0,A,Gas,2
F,NEW,39,123154,2024,BMW,X5,0,A,Gas,4
F,NEW,37,124354,2024,BMW,X5,0,A,Gas,5
F,USED,20714,99907,2024,BMW,X5,0,A,PHEV,1
I,USED,22980,99996,2024,BMW,X5,0,A,PHEV,0
I,NEW,90,99080,2024,BMW,X5,0,A,Gas,5
I,NEW,90,99782,2024,BMW,X5,0,A,Gas,2
I,NEW,90,110599,2024,BMW,X5,0,A,Gas,0
I,NEW,90,112399,2024,BMW,X5,0,A,Gas,0
F,NEW,90,134709,2024,BMW,X5,0,A,Gas,1
F,NEW,90,134753,2024,BMW,X5,0,A,Gas,1
F,USED,20714,92910,2024,BMW,X5,0,A,PHEV,10
F,USED,7367,104907,2024,BMW,X5,1,A,PHEV,0
F,NEW,0,0,2024,BMW,X5,0,A,Gas,0
F,NEW,95,94930,2024,BMW,X5,0,A,Gas,3
F,USED,15824,96903,2024,BMW,X5,0,A,Gas,1
F,NEW,95,97802,2024,BMW,X5,0,A,Gas,0
F,NEW,95,98145,2024,BMW,X5,0,A,Gas,0
F,NEW,95,98403,2024,BMW,X5,0,A,Gas,1
F,NEW,95,98645,2024,BMW,X5,0,A,Gas,0
F,USED,9499,98907,2024,BMW,X5,1,A,Gas,9
F,USED,15021,98910,2024,BMW,X5,0,A,Gas,0
F,USED,13202,99910,2024,BMW,X5,0,A,Gas,0
F,NEW,95,99938,2024,BMW,X5,0,A,Gas,1
F,NEW,95,100475,2024,BMW,X5,0,A,Gas,1
F,NEW,90,103525,2024,BMW,X5,0,A,Gas,0
F,NEW,90,103954,2024,BMW,X5,0,A,Gas,1
F,NEW,90,105535,2024,BMW,X5,0,A,Gas,0
F,NEW,90,105893,2024,BMW,X5,0,A,Gas,1
F,NEW,90,110573,2024,BMW,X5,0,A,Gas,0
F,NEW,90,111773,2024,BMW,X5,0,A,Gas,0
F,NEW,90,116909,2024,BMW,X5,0,A,Gas,1
F,NEW,90,118109,2024,BMW,X5,0,A,Gas,0
F,NEW,90,118229,2024,BMW,X5,0,A,Gas,0
F,NEW,90,125729,2024,BMW,X5,0,A,Gas,0
F,USED,9192,88598,2024,BMW,X5,0,A,Gas,4
I,NEW,90,131096,2024,BMW,X6,0,A,Gas,0
I,NEW,90,131096,2024,BMW,X6,0,A,Gas,2
I,NEW,90,111179,2024,BMW,X6,0,A,Gas,0
I,NEW,90,111179,2024,BMW,X6,0,A,Gas,0
I,NEW,90,112499,2024,BMW,X6,0,A,Gas,0
I,NEW,90,112499,2024,BMW,X6,0,A,Gas,0
I,NEW,90,117346,2024,BMW,X6,0,A,Gas,9
I,NEW,90,117346,2024,BMW,X6,0,A,Gas,9
F,NEW,90,105899,2024,BMW,X6,0,A,Gas,0
F,NEW,90,110346,2024,BMW,X6,0,A,Gas,0
I,NEW,90,110346,2024,BMW,X6,0,A,Gas,0
F,USED,3250,124954,2024,BMW,X6,0,A,Gas,1
I,NEW,90,118576,2024,BMW,X6,0,A,Gas,8
F,NEW,90,119273,2024,BMW,X6,0,A,Gas,1
F,NEW,90,119273,2024,BMW,X6,0,A,Gas,0
I,NEW,90,140536,2024,BMW,X7,0,A,Gas,1
I,NEW,90,140536,2024,BMW,X7,0,A,Gas,1
I,NEW,90,163859,2024,BMW,X7,0,A,Gas,2
I,NEW,90,163859,2024,BMW,X7,0,A,Gas,2
I,NEW,90,129289,2024,BMW,X7,0,A,Gas,40
I,NEW,90,129289,2024,BMW,X7,0,A,Gas,40
I,NEW,90,129289,2024,BMW,X7,0,A,Gas,40
I,NEW,90,129289,2024,BMW,X7,0,A,Gas,40
I,NEW,90,129489,2024,BMW,X7,0,A,Gas,22
I,NEW,90,129489,2024,BMW,X7,0,A,Gas,23
I,NEW,90,131039,2024,BMW,X7,0,A,Gas,39
I,NEW,90,131039,2024,BMW,X7,0,A,Gas,39
I,NEW,90,133726,2024,BMW,X7,0,A,Gas,23
I,NEW,90,133726,2024,BMW,X7,0,A,Gas,27
I,NEW,90,134539,2024,BMW,X7,0,A,Gas,51
I,NEW,90,134539,2024,BMW,X7,0,A,Gas,52
I,USED,11800,136379,2024,BMW,X7,0,A,Gas,20
I,USED,11800,136379,2024,BMW,X7,0,A,Gas,20
I,NEW,90,136679,2024,BMW,X7,0,A,Gas,4
I,NEW,90,136679,2024,BMW,X7,0,A,Gas,4
I,NEW,1899,136679,2024,BMW,X7,0,A,Gas,4
I,NEW,1899,136679,2024,BMW,X7,0,A,Gas,4
I,NEW,90,137879,2024,BMW,X7,0,A,Gas,2
I,NEW,90,137879,2024,BMW,X7,0,A,Gas,2
I,NEW,90,139435,2024,BMW,X7,0,A,Gas,45
I,NEW,90,139435,2024,BMW,X7,0,A,Gas,45
I,NEW,90,139682,2024,BMW,X7,0,A,Gas,45
I,NEW,90,139682,2024,BMW,X7,0,A,Gas,45
I,NEW,90,144359,2024,BMW,X7,0,A,Gas,4
I,NEW,90,144359,2024,BMW,X7,0,A,Gas,4
F,NEW,90,129747,2024,BMW,X7,0,A,Gas,0
F,NEW,90,131039,2024,BMW,X7,0,A,Gas,0
F,NEW,7261,133226,2024,BMW,X7,0,A,Gas,1
F,NEW,90,133226,2024,BMW,X7,0,A,Gas,0
F,NEW,90,138126,2024,BMW,X7,0,A,Gas,0
F,NEW,90,138126,2024,BMW,X7,0,A,Gas,0
I,NEW,90,129747,2024,BMW,X7,0,A,Gas,0
I,NEW,7261,133226,2024,BMW,X7,0,A,Gas,1
I,NEW,90,133226,2024,BMW,X7,0,A,Gas,0
I,NEW,90,136379,2024,BMW,X7,0,A,Gas,0
I,NEW,90,138126,2024,BMW,X7,0,A,Gas,0
I,NEW,90,138126,2024,BMW,X7,0,A,Gas,0
F,USED,13570,146518,2024,BMW,X7,0,A,Gas,6
F,NEW,25,149075,2024,BMW,X7,0,A,Gas,2
F,NEW,22,155794,2024,BMW,X7,0,A,Gas,1
I,USED,15000,153911,2024,BMW,X7,0,A,Gas,2
I,NEW,90,156286,2024,BMW,X7,0,A,Gas,1
I,USED,10425,156435,2024,BMW,X7,0,A,Gas,14
I,NEW,90,143669,2024,BMW,X7,0,A,Gas,0
I,NEW,90,153317,2024,BMW,X7,0,A,Gas,10
F,USED,16484,137907,2024,BMW,X7,0,A,Gas,1
F,NEW,110,174653,2024,BMW,X7,0,A,Gas,1
F,USED,9617,114910,2024,BMW,X7,0,A,Gas,5
F,NEW,4,131600,2024,BMW,X7,0,A,Gas,0
F,NEW,90,142765,2024,BMW,X7,0,A,Gas,2
F,NEW,2400,149005,2024,BMW,X7,0,A,Gas,1
F,NEW,90,152245,2024,BMW,X7,0,A,Gas,3
I,NEW,90,234158,2024,BMW,XM,0,A,PHEV,47
I,NEW,90,234158,2024,BMW,XM,0,A,PHEV,54
F,NEW,90,233367,2024,BMW,XM,0,A,PHEV,0
F,NEW,90,235132,2024,BMW,XM,0,A,PHEV,0
F,NEW,90,256733,2024,BMW,XM,0,A,PHEV,1
F,NEW,9900,277866,2024,BMW,XM,0,A,PHEV,1
I,NEW,90,233367,2024,BMW,XM,0,A,PHEV,0
I,NEW,90,235132,2024,BMW,XM,0,A,PHEV,0
I,NEW,90,256733,2024,BMW,XM,0,A,PHEV,0
I,NEW,9900,277866,2024,BMW,XM,0,A,PHEV,1
I,NEW,90,261946,2024,BMW,XM,0,A,PHEV,0
F,NEW,90,219614,2024,BMW,XM,0,A,PHEV,1
F,NEW,90,267164,2024,BMW,XM,0,A,PHEV,11
F,NEW,90,82006,2024,BMW,Z4,0,A,Gas,0
F,NEW,90,83917,2024,BMW,Z4,0,A,Gas,0
I,NEW,90,69047,2024,BMW,i4,0,A,Electric,0
I,NEW,0,69047,2024,BMW,i4,0,A,Electric,0
I,NEW,90,80006,2024,BMW,i4,0,A,Electric,1
I,NEW,90,80006,2024,BMW,i4,0,A,Electric,1
I,NEW,90,82766,2024,BMW,i4,0,A,Electric,0
I,NEW,90,82766,2024,BMW,i4,0,A,Electric,0
I,NEW,90,82987,2024,BMW,i4,0,A,Electric,1
I,NEW,90,82987,2024,BMW,i4,0,A,Electric,1
I,NEW,90,83617,2024,BMW,i4,0,A,Electric,0
I,NEW,90,83617,2024,BMW,i4,0,A,Electric,0
I,NEW,90,83767,2024,BMW,i4,0,A,Electric,1
I,NEW,90,83767,2024,BMW,i4,0,A,Electric,1
I,NEW,90,83887,2024,BMW,i4,0,A,Electric,0
I,NEW,90,83887,2024,BMW,i4,0,A,Electric,0
I,NEW,90,84206,2024,BMW,i4,0,A,Electric,1
I,NEW,90,84206,2024,BMW,i4,0,A,Electric,1
I,NEW,90,90756,2024,BMW,i4,0,A,Electric,2
I,NEW,90,90756,2024,BMW,i4,0,A,Electric,2
I,NEW,90,84416,2024,BMW,i4,0,A,Electric,0
I,NEW,90,84416,2024,BMW,i4,0,A,Electric,0
I,USED,16793,85316,2024,BMW,i4,0,A,Electric,1
I,USED,16793,85316,2024,BMW,i4,0,A,Electric,1
I,NEW,90,89527,2024,BMW,i4,0,A,Electric,0
I,NEW,90,89527,2024,BMW,i4,0,A,Electric,0
I,NEW,90,89977,2024,BMW,i4,0,A,Electric,0
I,NEW,90,89977,2024,BMW,i4,0,A,Electric,0
I,NEW,90,89977,2024,BMW,i4,0,A,Electric,1
I,NEW,90,89977,2024,BMW,i4,0,A,Electric,1
I,NEW,90,90816,2024,BMW,i4,0,A,Electric,0
I,NEW,90,90816,2024,BMW,i4,0,A,Electric,0
I,NEW,90,91116,2024,BMW,i4,0,A,Electric,0
I,NEW,90,91116,2024,BMW,i4,0,A,Electric,1
I,NEW,90,91227,2024,BMW,i4,0,A,Electric,0
I,NEW,90,91666,2024,BMW,i4,0,A,Electric,1
I,NEW,90,91666,2024,BMW,i4,0,A,Electric,1
I,NEW,90,92127,2024,BMW,i4,0,A,Electric,0
I,NEW,90,92127,2024,BMW,i4,0,A,Electric,0
I,NEW,90,93166,2024,BMW,i4,0,A,Electric,1
I,NEW,90,93166,2024,BMW,i4,0,A,Electric,1
I,NEW,90,97967,2024,BMW,i4,0,A,Electric,2
I,NEW,90,97967,2024,BMW,i4,0,A,Electric,2
I,NEW,90,82266,2024,BMW,i4,0,A,Electric,0
I,NEW,90,82266,2024,BMW,i4,0,A,Electric,0
I,NEW,90,83927,2024,BMW,i4,0,A,Electric,1
I,NEW,90,83927,2024,BMW,i4,0,A,Electric,1
I,NEW,90,85677,2024,BMW,i4,0,A,Electric,0
I,NEW,90,85677,2024,BMW,i4,0,A,Electric,0
I,NEW,90,86166,2024,BMW,i4,0,A,Electric,1
I,NEW,90,86166,2024,BMW,i4,0,A,Electric,1
I,NEW,90,88777,2024,BMW,i4,0,A,Electric,1
I,NEW,90,88777,2024,BMW,i4,0,A,Electric,1
F,NEW,90,70556,2024,BMW,i4,0,A,Electric,0
F,NEW,90,73617,2024,BMW,i4,0,A,Electric,0
F,USED,5764,64449,2024,BMW,i4,0,A,Electric,0
F,NEW,90,79877,2024,BMW,i4,0,A,Electric,0
F,NEW,90,81256,2024,BMW,i4,0,A,Electric,0
F,NEW,90,82577,2024,BMW,i4,0,A,Electric,0
F,NEW,90,82987,2024,BMW,i4,0,A,Electric,0
F,NEW,90,83527,2024,BMW,i4,0,A,Electric,0
F,NEW,90,88077,2024,BMW,i4,0,A,Electric,0
F,NEW,90,88477,2024,BMW,i4,0,A,Electric,0
F,NEW,90,88827,2024,BMW,i4,0,A,Electric,0
F,NEW,90,85316,2024,BMW,i4,0,A,Electric,0
F,NEW,90,87816,2024,BMW,i4,0,A,Electric,0
F,NEW,90,89077,2024,BMW,i4,0,A,Electric,0
F,NEW,116,89116,2024,BMW,i4,0,A,Electric,0
F,NEW,90,89977,2024,BMW,i4,0,A,Electric,0
F,NEW,90,90277,2024,BMW,i4,0,A,Electric,0
F,NEW,90,90277,2024,BMW,i4,0,A,Electric,0
F,NEW,90,90516,2024,BMW,i4,0,A,Electric,0
F,NEW,90,90816,2024,BMW,i4,0,A,Electric,0
F,NEW,90,90816,2024,BMW,i4,0,A,Electric,0
F,NEW,90,91416,2024,BMW,i4,0,A,Electric,0
F,NEW,90,91416,2024,BMW,i4,0,A,Electric,0
F,NEW,90,92327,2024,BMW,i4,0,A,Electric,0
F,NEW,90,94477,2024,BMW,i4,0,A,Electric,1
F,NEW,90,95266,2024,BMW,i4,0,A,Electric,0
F,NEW,90,95587,2024,BMW,i4,0,A,Electric,0
F,NEW,90,96266,2024,BMW,i4,0,A,Electric,0
F,NEW,90,96816,2024,BMW,i4,0,A,Electric,0
F,NEW,90,96977,2024,BMW,i4,0,A,Electric,0
