dealer_type,stock_type,mileage,price,model_year,make,model,certified,transmission_from_vin,fuel_type_from_vin,number_price_changes
I,USED,54560,37889,2021,Chrysler,300,0,A,Gas,11
I,USED,44774,37953,2021,Chrysler,300,0,A,Gas,0
I,USED,53955,38192,2021,Chrysler,300,0,A,Gas,3
I,USED,67137,30695,2021,Chrysler,300,0,A,Gas,2
I,USED,22000,33488,2021,Chrysler,300,0,A,Gas,0
F,USED,79255,30792,2021,Chrysler,300,0,A,Gas,1
F,USED,71755,36896,2021,Chrysler,300,0,A,Gas,1
F,USED,51882,36998,2021,Chrysler,300,0,A,Gas,0
F,USED,44095,38147,2021,Chrysler,300,0,A,Gas,1
F,USED,44798,38510,2021,Chrysler,300,0,A,Gas,1
F,USED,45899,38573,2021,Chrysler,300,0,A,Gas,1
F,USED,46598,38664,2021,Chrysler,300,0,A,Gas,1
F,USED,43415,38862,2021,Chrysler,300,0,A,Gas,1
I,USED,83342,32999,2021,Chrysler,300,0,A,Gas,3
F,USED,79601,31995,2021,Chrysler,300,0,A,Gas,78
F,USED,67765,35988,2021,Chrysler,300,0,A,Gas,3
I,USED,39162,36988,2021,Chrysler,300,0,A,Gas,3
I,USED,78654,36999,2021,Chrysler,300,0,A,Gas,8
I,USED,98188,31999,2021,Chrysler,300,0,A,Gas,1
I,USED,85408,31800,2021,Chrysler,300,0,A,Gas,3
I,USED,39162,36988,2021,Chrysler,300,0,A,Gas,1
I,USED,78654,36999,2021,Chrysler,300,0,A,Gas,8
I,USED,98188,31999,2021,Chrysler,300,0,A,Gas,1
F,USED,78654,36999,2021,Chrysler,300,0,A,Gas,8
I,USED,39162,36988,2021,Chrysler,300,0,A,Gas,3
I,USED,78654,36999,2021,Chrysler,300,0,A,Gas,7
I,USED,98188,31999,2021,Chrysler,300,0,A,Gas,2
I,USED,59359,33995,2021,Chrysler,300,0,A,Gas,1
F,USED,98188,31999,2021,Chrysler,300,0,A,Gas,1
F,USED,39162,36988,2021,Chrysler,300,0,A,Gas,3
F,USED,54560,37889,2021,Chrysler,300,0,A,Gas,12
F,USED,55825,29200,2021,Chrysler,300,0,A,Gas,17
F,USED,58757,38385,2021,Chrysler,300,0,A,Gas,15
F,USED,55905,38690,2021,Chrysler,300,0,A,Gas,11
F,USED,52759,36784,2021,Chrysler,300,0,A,Gas,2
I,USED,79948,34907,2021,Chrysler,300,0,A,Gas,0
I,USED,98188,31999,2021,Chrysler,300,0,A,Gas,3
I,USED,92606,34995,2021,Chrysler,300,0,A,Gas,0
I,USED,39162,36988,2021,Chrysler,300,0,A,Gas,3
I,USED,78654,36999,2021,Chrysler,300,0,A,Gas,8
I,USED,98188,31999,2021,Chrysler,300,0,A,Gas,1
I,USED,73662,33995,2021,Chrysler,Grand Caravan,0,A,Gas,0
I,USED,25009,32325,2021,Chrysler,Grand Caravan,0,A,Gas,4
I,USED,39684,33912,2021,Chrysler,Grand Caravan,0,A,Gas,3
I,USED,95670,28895,2021,Chrysler,Grand Caravan,0,A,Gas,2
I,USED,91162,29795,2021,Chrysler,Grand Caravan,0,A,Gas,2
I,USED,97497,29958,2021,Chrysler,Grand Caravan,0,A,Gas,6
I,USED,78378,30289,2021,Chrysler,Grand Caravan,0,A,Gas,9
I,USED,89460,30429,2021,Chrysler,Grand Caravan,0,A,Gas,13
I,USED,82223,30564,2021,Chrysler,Grand Caravan,0,A,Gas,10
I,USED,73067,30837,2021,Chrysler,Grand Caravan,0,A,Gas,2
I,USED,80953,31359,2021,Chrysler,Grand Caravan,0,A,Gas,3
I,USED,74213,31887,2021,Chrysler,Grand Caravan,0,A,Gas,4
I,USED,77000,33988,2021,Chrysler,Grand Caravan,0,A,Gas,0
F,USED,39685,33348,2021,Chrysler,Grand Caravan,0,A,Gas,1
F,USED,27646,34293,2021,Chrysler,Grand Caravan,0,A,Gas,1
F,USED,78378,29646,2021,Chrysler,Grand Caravan,0,A,Gas,1
F,USED,81589,28988,2021,Chrysler,Grand Caravan,0,A,Gas,1
I,USED,60044,29900,2021,Chrysler,Grand Caravan,0,A,Gas,3
F,USED,74439,33599,2021,Chrysler,Grand Caravan,0,A,Gas,20
F,USED,60044,29900,2021,Chrysler,Grand Caravan,0,A,Gas,3
F,USED,72749,31373,2021,Chrysler,Grand Caravan,0,A,Gas,0
F,USED,45221,31987,2021,Chrysler,Grand Caravan,0,A,Gas,5
I,USED,72561,113,2021,Chrysler,Grand Caravan,0,A,Gas,1
I,USED,76614,28473,2021,Chrysler,Grand Caravan,0,A,Gas,1
I,USED,59218,35995,2021,Chrysler,Grand Caravan,0,A,Gas,1
F,USED,89732,27900,2021,Chrysler,Grand Caravan,0,A,Gas,0
I,USED,123678,25978,2021,Chrysler,Grand Caravan,0,A,Gas,10
I,USED,89310,31995,2021,Chrysler,Grand Caravan,0,A,Gas,0
F,USED,76614,28473,2021,Chrysler,Grand Caravan,0,A,Gas,5
F,USED,151123,26688,2021,Chrysler,Grand Caravan,0,A,Gas,9
I,USED,76318,35995,2021,Chrysler,Pacifica,0,A,Gas,0
I,USED,54816,42070,2021,Chrysler,Pacifica,0,A,PHEV,3
I,USED,54816,42070,2021,Chrysler,Pacifica,0,A,PHEV,4
I,USED,84518,39997,2021,Chrysler,Pacifica,0,A,PHEV,4
I,USED,155617,38488,2021,Chrysler,Pacifica,0,A,PHEV,9
I,USED,155617,38488,2021,Chrysler,Pacifica,0,A,PHEV,12
I,USED,52913,46447,2021,Chrysler,Pacifica,0,A,PHEV,3
I,USED,75156,33493,2021,Chrysler,Pacifica,0,A,Gas,5
I,USED,81384,34559,2021,Chrysler,Pacifica,0,A,Gas,5
I,USED,43125,49068,2021,Chrysler,Pacifica,0,A,Gas,4
I,USED,92000,31688,2021,Chrysler,Pacifica,0,A,Gas,3
I,USED,75105,32437,2021,Chrysler,Pacifica,0,A,Gas,2
I,USED,88550,33308,2021,Chrysler,Pacifica,0,A,Gas,17
I,USED,88960,33776,2021,Chrysler,Pacifica,0,A,Gas,4
I,USED,71562,34156,2021,Chrysler,Pacifica,0,A,Gas,0
I,USED,80034,34506,2021,Chrysler,Pacifica,0,A,Gas,9
I,USED,73404,34579,2021,Chrysler,Pacifica,0,A,Gas,1
I,USED,68365,36989,2021,Chrysler,Pacifica,0,A,Gas,2
I,USED,68536,36999,2021,Chrysler,Pacifica,0,A,Gas,1
I,USED,62508,40521,2021,Chrysler,Pacifica,0,A,Gas,0
F,USED,84518,39477,2021,Chrysler,Pacifica,0,A,PHEV,1
F,USED,52913,45497,2021,Chrysler,Pacifica,0,A,PHEV,1
F,USED,43125,47199,2021,Chrysler,Pacifica,0,A,Gas,2
F,USED,72963,38386,2021,Chrysler,Pacifica,0,A,Gas,2
I,USED,84518,39477,2021,Chrysler,Pacifica,0,A,PHEV,1
I,USED,52913,45497,2021,Chrysler,Pacifica,0,A,PHEV,1
I,USED,83000,31995,2021,Chrysler,Pacifica,0,A,Gas,4
I,USED,85102,36488,2021,Chrysler,Pacifica,0,A,Gas,7
F,USED,75989,30799,2021,Chrysler,Pacifica,0,A,Gas,4
F,USED,67196,31417,2021,Chrysler,Pacifica,0,A,Gas,2
F,USED,86251,32988,2021,Chrysler,Pacifica,0,A,Gas,1
F,USED,80475,33999,2021,Chrysler,Pacifica,0,A,Gas,0
I,USED,62847,143,2021,Chrysler,Pacifica,0,A,Gas,6
F,USED,66979,50680,2021,Chrysler,Pacifica,0,A,PHEV,0
F,USED,62847,143,2021,Chrysler,Pacifica,0,A,Gas,6
I,USED,62847,143,2021,Chrysler,Pacifica,0,A,Gas,3
I,USED,66979,50680,2021,Chrysler,Pacifica,0,A,PHEV,0
F,USED,83000,33888,2021,Chrysler,Pacifica,0,A,Gas,6
I,USED,78010,35987,2021,Chrysler,Pacifica,0,A,Gas,0
I,USED,66979,50680,2021,Chrysler,Pacifica,0,A,PHEV,0
F,USED,90367,35800,2021,Chrysler,Pacifica,0,A,Gas,17
F,USED,83363,31850,2021,Chrysler,Pacifica,0,A,Gas,1
F,USED,69890,31850,2021,Chrysler,Pacifica,0,A,Gas,1
F,USED,75690,31961,2021,Chrysler,Pacifica,0,A,Gas,0
F,USED,80131,31961,2021,Chrysler,Pacifica,0,A,Gas,1
F,USED,72927,35980,2021,Chrysler,Pacifica,0,A,Gas,0
I,USED,76318,35995,2021,Chrysler,Pacifica,0,A,Gas,0
I,USED,62847,143,2021,Chrysler,Pacifica,0,A,Gas,6
F,USED,74555,32940,2021,Chrysler,Pacifica,0,A,Gas,0
I,USED,84135,27300,2021,Dodge,Challenger,0,A,Gas,0
I,USED,27874,42899,2021,Dodge,Challenger,0,A,Gas,1
I,USED,11111,51999,2021,Dodge,Challenger,0,A,Gas,1
I,USED,22258,52689,2021,Dodge,Challenger,0,A,Gas,3
I,USED,32095,46995,2021,Dodge,Challenger,0,A,Gas,10
I,USED,14652,50689,2021,Dodge,Challenger,0,A,Gas,9
I,USED,5903,41769,2021,Dodge,Challenger,0,A,Gas,9
F,USED,85584,34997,2021,Dodge,Challenger,0,A,Gas,1
F,USED,57275,36949,2021,Dodge,Challenger,0,A,Gas,1
F,USED,21181,47988,2021,Dodge,Challenger,0,A,Gas,0
F,USED,12658,48288,2021,Dodge,Challenger,0,A,Gas,1
F,USED,6224,40994,2021,Dodge,Challenger,0,A,Gas,0
F,USED,27874,42899,2021,Dodge,Challenger,0,A,Gas,2
I,USED,23473,41800,2021,Dodge,Challenger,0,A,Gas,6
F,USED,23473,38500,2021,Dodge,Challenger,0,A,Gas,15
F,USED,10985,48987,2021,Dodge,Challenger,0,A,Gas,2
F,USED,49812,43917,2021,Dodge,Challenger,0,A,Gas,3
F,USED,47200,35997,2021,Dodge,Challenger,0,A,Gas,4
F,USED,57890,34500,2021,Dodge,Challenger,0,A,Gas,38
F,USED,52206,36599,2021,Dodge,Challenger,0,A,Gas,18
I,USED,22650,42999,2021,Dodge,Challenger,0,A,Gas,0
I,USED,73716,36999,2021,Dodge,Challenger,0,A,Gas,12
I,USED,32895,51988,2021,Dodge,Challenger,0,A,Gas,4
F,USED,19631,54995,2021,Dodge,Challenger,0,A,Gas,8
F,USED,65699,33497,2021,Dodge,Challenger,0,A,Gas,5
F,USED,65334,33980,2021,Dodge,Challenger,0,A,Gas,13
F,USED,63094,40995,2021,Dodge,Challenger,0,A,Gas,5
F,USED,22650,42999,2021,Dodge,Challenger,0,A,Gas,0
I,USED,68922,39800,2021,Dodge,Charger,0,A,Gas,3
I,USED,95714,27777,2021,Dodge,Charger,0,A,Gas,3
I,USED,86808,27777,2021,Dodge,Charger,0,A,Gas,5
I,USED,106099,29888,2021,Dodge,Charger,0,A,Gas,0
I,USED,84688,26986,2021,Dodge,Charger,0,A,Gas,5
I,USED,99788,28510,2021,Dodge,Charger,0,A,Gas,7
I,USED,105253,28989,2021,Dodge,Charger,0,A,Gas,2
I,USED,102525,28999,2021,Dodge,Charger,0,A,Gas,11
I,USED,94800,29998,2021,Dodge,Charger,0,A,Gas,1
I,USED,65525,34988,2021,Dodge,Charger,0,A,Gas,4
I,USED,14220,37285,2021,Dodge,Charger,0,A,Gas,11
I,USED,71705,39588,2021,Dodge,Charger,0,A,Gas,1
I,USED,59006,39998,2021,Dodge,Charger,0,A,Gas,0
I,USED,64000,44596,2021,Dodge,Charger,0,A,Gas,8
I,USED,60140,43087,2021,Dodge,Charger,0,A,Gas,16
I,USED,30340,55827,2021,Dodge,Charger,0,A,Gas,6
I,USED,26050,61263,2021,Dodge,Charger,0,A,Gas,6
I,USED,94700,30888,2021,Dodge,Charger,0,A,Gas,5
I,USED,85105,32295,2021,Dodge,Charger,0,A,Gas,1
I,USED,81000,32458,2021,Dodge,Charger,0,A,Gas,1
I,USED,51073,34990,2021,Dodge,Charger,0,A,Gas,4
I,USED,31807,38748,2021,Dodge,Charger,0,A,Gas,3
I,USED,24857,39998,2021,Dodge,Charger,0,A,Gas,0
I,USED,60526,40520,2021,Dodge,Charger,0,A,Gas,5
F,USED,108010,27998,2021,Dodge,Charger,0,A,Gas,1
F,USED,14220,36957,2021,Dodge,Charger,0,A,Gas,1
F,USED,29581,42447,2021,Dodge,Charger,0,A,Gas,1
F,USED,60140,43999,2021,Dodge,Charger,0,A,Gas,1
F,USED,64000,44596,2021,Dodge,Charger,0,A,Gas,2
F,USED,51073,34888,2021,Dodge,Charger,0,A,Gas,1
F,USED,31807,36889,2021,Dodge,Charger,0,A,Gas,1
F,USED,67500,33247,2021,Dodge,Charger,0,A,Gas,3
I,USED,73015,30907,2021,Dodge,Charger,0,A,Gas,6
F,USED,67500,33247,2021,Dodge,Charger,0,A,Gas,2
I,USED,86817,26777,2021,Dodge,Charger,0,A,Gas,5
I,USED,97702,26777,2021,Dodge,Charger,0,A,Gas,3
F,USED,54918,42892,2021,Dodge,Charger,0,A,Gas,0
I,USED,59318,43986,2021,Dodge,Charger,0,A,Gas,4
F,USED,96306,26598,2021,Dodge,Charger,0,A,Gas,12
F,USED,76932,27479,2021,Dodge,Charger,0,A,Gas,13
F,USED,72000,32711,2021,Dodge,Charger,0,A,Gas,7
I,USED,80173,28988,2021,Dodge,Charger,0,A,Gas,6
I,USED,87362,31999,2021,Dodge,Charger,0,A,Gas,2
I,USED,75748,30995,2021,Dodge,Charger,0,A,Gas,1
F,USED,106416,29680,2021,Dodge,Charger,0,A,Gas,0
F,USED,106500,27121,2021,Dodge,Charger,0,A,Gas,0
I,USED,87362,31999,2021,Dodge,Charger,0,A,Gas,2
I,USED,87362,31999,2021,Dodge,Charger,0,A,Gas,2
F,USED,84688,26986,2021,Dodge,Charger,0,A,Gas,15
F,USED,76200,37900,2021,Dodge,Charger,0,A,Gas,8
F,USED,106416,29680,2021,Dodge,Charger,0,A,Gas,0
I,USED,106500,27121,2021,Dodge,Charger,0,A,Gas,0
I,USED,80173,28988,2021,Dodge,Charger,0,A,Gas,2
I,USED,106519,29999,2021,Dodge,Charger,0,A,Gas,4
F,USED,87362,31999,2021,Dodge,Charger,0,A,Gas,2
F,USED,106416,29680,2021,Dodge,Charger,0,A,Gas,0
I,USED,106500,27121,2021,Dodge,Charger,0,A,Gas,0
F,USED,76709,27900,2021,Dodge,Charger,0,A,Gas,7
F,USED,22613,58700,2021,Dodge,Charger,0,A,Gas,5
F,USED,19644,105700,2021,Dodge,Charger,0,A,Gas,2
F,USED,85773,25980,2021,Dodge,Charger,0,A,Gas,9
I,USED,95167,22978,2021,Dodge,Charger,0,A,Gas,9
I,USED,106099,29888,2021,Dodge,Charger,0,A,Gas,0
I,USED,84327,37888,2021,Dodge,Charger,0,A,Gas,0
I,USED,93149,39888,2021,Dodge,Charger,0,A,Gas,0
I,USED,87362,31999,2021,Dodge,Charger,0,A,Gas,3
I,USED,76960,32795,2021,Dodge,Charger,0,A,Gas,0
I,USED,80173,28988,2021,Dodge,Charger,0,A,Gas,6
I,USED,87362,31999,2021,Dodge,Charger,0,A,Gas,1
F,USED,80173,28988,2021,Dodge,Charger,0,A,Gas,6
I,USED,94218,41999,2021,Dodge,Durango,0,A,Gas,9
I,USED,94218,43998,2021,Dodge,Durango,0,A,Gas,0
F,USED,59461,41997,2021,Dodge,Durango,0,A,Gas,5
I,USED,87567,44995,2021,Dodge,Durango,0,A,Gas,0
I,USED,109524,45888,2021,Dodge,Durango,0,A,Gas,0
I,USED,78519,41998,2021,Dodge,Durango,0,A,Gas,0
I,USED,86397,46594,2021,Dodge,Durango,0,A,Gas,10
I,USED,85128,41359,2021,Dodge,Durango,0,A,Gas,2
I,USED,62625,41737,2021,Dodge,Durango,0,A,Gas,5
I,USED,72565,43458,2021,Dodge,Durango,0,A,Gas,3
I,USED,37851,44245,2021,Dodge,Durango,0,A,Gas,1
I,USED,84912,39988,2021,Dodge,Durango,0,A,Gas,0
I,USED,94303,39998,2021,Dodge,Durango,0,A,Gas,0
I,USED,88722,41778,2021,Dodge,Durango,0,A,Gas,5
I,USED,102668,42737,2021,Dodge,Durango,0,A,Gas,6
I,USED,105845,42868,2021,Dodge,Durango,0,A,Gas,8
I,USED,84680,42950,2021,Dodge,Durango,0,A,Gas,7
I,USED,84549,43390,2021,Dodge,Durango,0,A,Gas,2
I,USED,80199,44327,2021,Dodge,Durango,0,A,Gas,7
I,USED,67000,45225,2021,Dodge,Durango,0,A,Gas,1
I,USED,89761,45630,2021,Dodge,Durango,0,A,Gas,3
I,USED,48729,48877,2021,Dodge,Durango,0,A,Gas,7
I,USED,21173,50191,2021,Dodge,Durango,0,A,Gas,7
I,USED,107360,36487,2021,Dodge,Durango,0,A,Gas,9
I,USED,50000,39988,2021,Dodge,Durango,0,A,Gas,0
F,USED,50043,41703,2021,Dodge,Durango,0,A,Gas,0
F,USED,86397,43596,2021,Dodge,Durango,0,A,Gas,3
F,USED,99562,39375,2021,Dodge,Durango,0,A,Gas,1
F,USED,94307,39998,2021,Dodge,Durango,0,A,Gas,0
F,USED,102668,40102,2021,Dodge,Durango,0,A,Gas,2
F,USED,86557,42652,2021,Dodge,Durango,0,A,Gas,1
F,USED,107953,42850,2021,Dodge,Durango,0,A,Gas,2
F,USED,82753,43798,2021,Dodge,Durango,0,A,Gas,1
F,USED,107371,34360,2021,Dodge,Durango,0,A,Gas,1
F,USED,51313,41355,2021,Dodge,Durango,0,A,Gas,28
F,USED,37088,45999,2021,Dodge,Durango,0,A,Gas,0
F,USED,72565,43458,2021,Dodge,Durango,0,A,Gas,8
F,USED,67000,45225,2021,Dodge,Durango,0,A,Gas,2
F,USED,89761,45630,2021,Dodge,Durango,0,A,Gas,5
F,USED,80382,39997,2021,Dodge,Durango,0,A,Gas,1
F,USED,80382,39997,2021,Dodge,Durango,0,A,Gas,1
F,USED,59685,43447,2021,Dodge,Durango,0,A,Gas,9
F,USED,66803,37447,2021,Dodge,Durango,0,A,Gas,10
I,USED,74751,42995,2021,Dodge,Durango,0,A,Gas,6
I,USED,8650,78980,2021,Dodge,Durango,0,A,Gas,6
F,USED,96043,39311,2021,Dodge,Durango,0,A,Gas,6
F,USED,110620,39999,2021,Dodge,Durango,0,A,Gas,9
I,USED,15924,51988,2021,Dodge,Durango,0,A,Gas,9
I,USED,96043,39311,2021,Dodge,Durango,0,A,Gas,0
F,USED,51274,38907,2021,Dodge,Durango,0,A,Gas,21
F,USED,8650,78980,2021,Dodge,Durango,0,A,Gas,6
F,USED,109870,41180,2021,Dodge,Durango,0,A,Gas,0
I,USED,15924,51988,2021,Dodge,Durango,0,A,Gas,9
I,USED,15924,51988,2021,Dodge,Durango,0,A,Gas,9
F,USED,8650,78980,2021,Dodge,Durango,0,A,Gas,6
I,USED,109870,41180,2021,Dodge,Durango,0,A,Gas,0
I,USED,38000,50999,2021,Dodge,Durango,0,A,Gas,0
F,USED,84553,42976,2021,Dodge,Durango,0,A,Gas,15
F,USED,84912,39988,2021,Dodge,Durango,0,A,Gas,35
F,USED,88722,41778,2021,Dodge,Durango,0,A,Gas,28
I,USED,8650,78980,2021,Dodge,Durango,0,A,Gas,6
I,USED,109870,41180,2021,Dodge,Durango,0,A,Gas,0
I,USED,72247,45988,2021,Dodge,Durango,0,A,Gas,1
F,USED,94363,41900,2021,Dodge,Durango,0,A,Gas,1
F,USED,112224,43900,2021,Dodge,Durango,0,A,Gas,1
F,USED,79944,49700,2021,Dodge,Durango,0,A,Gas,0
F,USED,94711,43700,2021,Dodge,Durango,0,A,Gas,2
I,USED,73940,43995,2021,Dodge,Durango,0,A,Gas,0
I,USED,22638,54888,2021,Dodge,Durango,0,A,Gas,0
I,USED,87567,44995,2021,Dodge,Durango,0,A,Gas,0
I,USED,109524,45888,2021,Dodge,Durango,0,A,Gas,0
I,USED,109524,45888,2021,Dodge,Durango,0,A,Gas,0
I,USED,15924,51988,2021,Dodge,Durango,0,A,Gas,9
F,USED,15924,51988,2021,Dodge,Durango,0,A,Gas,9
I,USED,25513,56900,2021,Ford,Bronco,0,A,Gas,6
I,USED,28579,47499,2021,Ford,Bronco,0,A,Gas,3
I,USED,29342,49967,2021,Ford,Bronco,0,A,Gas,3
I,USED,21412,49692,2021,Ford,Bronco,0,A,Gas,18
I,USED,26000,53788,2021,Ford,Bronco,0,A,Gas,1
I,USED,31087,64315,2021,Ford,Bronco,0,A,Gas,7
F,USED,75219,42987,2021,Ford,Bronco,0,A,Gas,2
F,USED,85292,44807,2021,Ford,Bronco,0,A,Gas,1
F,USED,77246,42499,2021,Ford,Bronco,0,A,Gas,0
F,USED,12113,58999,2021,Ford,Bronco,0,A,Gas,0
F,USED,25664,52890,2021,Ford,Bronco,0,A,Gas,5
F,USED,30601,46997,2021,Ford,Bronco,0,A,Gas,0
F,USED,39178,49995,2021,Ford,Bronco,0,A,Gas,3
F,USED,20041,61500,2021,Ford,Bronco,0,A,Gas,8
F,USED,69054,42997,2021,Ford,Bronco,0,A,Gas,1
F,USED,45120,43497,2021,Ford,Bronco,0,A,Gas,1
F,USED,69054,42997,2021,Ford,Bronco,0,A,Gas,1
F,USED,45120,43497,2021,Ford,Bronco,0,A,Gas,1
I,USED,54301,49990,2021,Ford,Bronco,0,A,Gas,1
F,USED,31880,63711,2021,Ford,Bronco,0,A,Gas,0
I,USED,11900,50919,2021,Ford,Bronco,0,A,Gas,0
F,USED,31880,63711,2021,Ford,Bronco,0,A,Gas,18
F,USED,44700,54997,2021,Ford,Bronco,0,A,Gas,0
F,USED,60438,51987,2021,Ford,Bronco,0,A,Gas,6
I,USED,25513,56900,2021,Ford,Bronco,0,A,Gas,2
I,USED,10672,59888,2021,Ford,Bronco,0,A,Gas,0
I,USED,59000,48800,2021,Ford,Bronco,0,A,Gas,3
I,USED,78724,32000,2021,Ford,Bronco Sport,0,A,Gas,1
I,USED,74409,33000,2021,Ford,Bronco Sport,0,A,Gas,0
I,USED,78724,32000,2021,Ford,Bronco Sport,0,A,Gas,1
I,USED,74409,33000,2021,Ford,Bronco Sport,0,A,Gas,0
I,USED,123912,29477,2021,Ford,Bronco Sport,0,A,Gas,7
I,USED,29701,31987,2021,Ford,Bronco Sport,0,A,Gas,8
I,USED,33323,36207,2021,Ford,Bronco Sport,0,A,Gas,4
I,USED,12212,39098,2021,Ford,Bronco Sport,0,A,Gas,1
I,USED,151240,23995,2021,Ford,Bronco Sport,0,A,Gas,0
I,USED,70012,28937,2021,Ford,Bronco Sport,0,A,Gas,4
I,USED,34784,33697,2021,Ford,Bronco Sport,0,A,Gas,14
I,USED,110521,26879,2021,Ford,Bronco Sport,0,A,Gas,4
I,USED,74630,27736,2021,Ford,Bronco Sport,0,A,Gas,8
I,USED,72893,28487,2021,Ford,Bronco Sport,0,A,Gas,1
I,USED,60685,28497,2021,Ford,Bronco Sport,0,A,Gas,0
I,USED,63113,28907,2021,Ford,Bronco Sport,0,A,Gas,4
I,USED,41293,29258,2021,Ford,Bronco Sport,0,A,Gas,8
I,USED,84766,29599,2021,Ford,Bronco Sport,0,A,Gas,5
I,USED,29778,29695,2021,Ford,Bronco Sport,0,A,Gas,0
I,USED,40674,29995,2021,Ford,Bronco Sport,0,A,Gas,0
I,USED,72321,29998,2021,Ford,Bronco Sport,0,A,Gas,4
I,USED,66589,30884,2021,Ford,Bronco Sport,0,A,Gas,2
I,USED,26235,31207,2021,Ford,Bronco Sport,0,A,Gas,2
I,USED,69239,31725,2021,Ford,Bronco Sport,0,A,Gas,1
I,USED,125444,26995,2021,Ford,Bronco Sport,0,A,Gas,0
I,USED,72223,29995,2021,Ford,Bronco Sport,0,A,Gas,0
I,USED,99410,30798,2021,Ford,Bronco Sport,0,A,Gas,6
I,USED,22253,31282,2021,Ford,Bronco Sport,0,A,Gas,0
I,USED,50567,31995,2021,Ford,Bronco Sport,0,A,Gas,0
I,USED,26047,35499,2021,Ford,Bronco Sport,0,A,Gas,1
F,USED,34784,33697,2021,Ford,Bronco Sport,0,A,Gas,0
F,USED,74628,25987,2021,Ford,Bronco Sport,0,A,Gas,3
F,USED,121160,27549,2021,Ford,Bronco Sport,0,A,Gas,2
F,USED,63113,28507,2021,Ford,Bronco Sport,0,A,Gas,1
F,USED,41297,28977,2021,Ford,Bronco Sport,0,A,Gas,2
F,USED,72322,29377,2021,Ford,Bronco Sport,0,A,Gas,1
F,USED,99410,34196,2021,Ford,Bronco Sport,0,A,Gas,2
F,USED,133172,26798,2021,Ford,Bronco Sport,0,A,Gas,4
